,artist,region,n,year,Rank
3100,Juice WRLD,South Africa,2413,2020,1
3101,Billie Eilish,South Africa,1868,2020,2
3102,Pop Smoke,South Africa,1731,2020,3
3103,Ed Sheeran,South Africa,1524,2020,4
3104,Post Malone,South Africa,1236,2020,5
3105,Harry Styles,South Africa,1192,2020,6
3106,Drake,South Africa,1187,2020,7
3107,Travis Scott,South Africa,1177,2020,8
3108,Lewis Capaldi,South Africa,1046,2020,9
3109,Sam Smith,South Africa,1039,2020,10
3110,Ed Sheeran,Sweden,3479,2017,1
3111,Zara Larsson,Sweden,1598,2017,2
3112,Hov1,Sweden,1440,2017,3
3113,Adele,Sweden,814,2017,4
3114,Miriam Bryant,Sweden,748,2017,5
3115,Clean Bandit,Sweden,689,2017,6
3116,Norlie & KKV,Sweden,686,2017,7
3117,Imagine Dragons,Sweden,681,2017,8
3118,Alan Walker,Sweden,656,2017,9
3119,Shawn Mendes,Sweden,648,2017,10
3120,Molly Sandén,Sweden,2127,2019,1
3121,Billie Eilish,Sweden,1868,2019,2
3122,Avicii,Sweden,1779,2019,3
3123,Hov1,Sweden,1652,2019,4
3124,Post Malone,Sweden,1568,2019,5
3125,Ant Wan,Sweden,1449,2019,6
3126,Einár,Sweden,1413,2019,7
3127,Ed Sheeran,Sweden,1250,2019,8
3128,Veronica Maggio,Sweden,1172,2019,9
3129,Z.E,Sweden,1065,2019,10
3130,XXXTENTACION,Switzerland,1771,2018,1
3131,Ed Sheeran,Switzerland,1484,2018,2
3132,Imagine Dragons,Switzerland,1327,2018,3
3133,Post Malone,Switzerland,1225,2018,4
3134,Drake,Switzerland,1201,2018,5
3135,Capital Bra,Switzerland,1164,2018,6
3136,Eminem,Switzerland,1090,2018,7
3137,Avicii,Switzerland,852,2018,8
3138,Travis Scott,Switzerland,845,2018,9
3139,Lo & Leduc,Switzerland,769,2018,10
3140,Billie Eilish,Switzerland,1671,2019,1
3141,Capital Bra,Switzerland,1538,2019,2
3142,Ed Sheeran,Switzerland,1453,2019,3
3143,Post Malone,Switzerland,1386,2019,4
3144,Ariana Grande,Switzerland,980,2019,5
3145,Imagine Dragons,Switzerland,937,2019,6
3146,Queen,Switzerland,804,2019,7
3147,"Capital Bra, Samra",Switzerland,804,2019,8
3148,MERO,Switzerland,749,2019,9
3149,Ava Max,Switzerland,689,2019,10
3150,Polycat,Thailand,2656,2019,1
3151,BLACKPINK,Thailand,2502,2019,2
3152,Lipta,Thailand,1505,2019,3
3153,Ed Sheeran,Thailand,1387,2019,4
3154,Ariana Grande,Thailand,1382,2019,5
3155,The Toys,Thailand,1246,2019,6
3156,MEAN,Thailand,1243,2019,7
3157,Atom Chanakan,Thailand,1234,2019,8
3158,BTS,Thailand,1193,2019,9
3159,Lauv,Thailand,1044,2019,10
3160,Yüzyüzeyken Konuşuruz,Turkey,2269,2020,1
3161,Ezhel,Turkey,1676,2020,2
3162,Emir Can İğrek,Turkey,1595,2020,3
3163,Adamlar,Turkey,1451,2020,4
3164,"Murda, Ezhel",Turkey,1445,2020,5
3165,Dolu Kadehi Ters Tut,Turkey,1317,2020,6
3166,Sezen Aksu,Turkey,1255,2020,7
3167,Patron,Turkey,1204,2020,8
3168,Reynmen,Turkey,1140,2020,9
3169,Zeynep Bastık,Turkey,1131,2020,10
3170,Duman,Turkey,1569,2021,1
3171,UZI,Turkey,1340,2021,2
3172,Emir Can İğrek,Turkey,1289,2021,3
3173,Dolu Kadehi Ters Tut,Turkey,1266,2021,4
3174,Yüzyüzeyken Konuşuruz,Turkey,1266,2021,5
3175,Ezhel,Turkey,1186,2021,6
3176,Kaan Boşnak,Turkey,1173,2021,7
3177,Adamlar,Turkey,1166,2021,8
3178,Perdenin Ardındakiler,Turkey,997,2021,9
3179,Madrigal,Turkey,996,2021,10
3180,XXXTENTACION,United States,3479,2018,1
3181,Post Malone,United States,3342,2018,2
3182,Drake,United States,2186,2018,3
3183,Travis Scott,United States,1807,2018,4
3184,Khalid,United States,1428,2018,5
3185,Juice WRLD,United States,1324,2018,6
3186,Lil Skies,United States,1310,2018,7
3187,Kendrick Lamar,United States,1303,2018,8
3188,Cardi B,United States,1060,2018,9
3189,Lil Uzi Vert,United States,1027,2018,10
3190,Juice WRLD,United States,3969,2020,1
3191,Post Malone,United States,2093,2020,2
3192,Lil Uzi Vert,United States,1940,2020,3
3193,Billie Eilish,United States,1845,2020,4
3194,DaBaby,United States,1631,2020,5
3195,Lil Baby,United States,1576,2020,6
3196,Pop Smoke,United States,1502,2020,7
3197,XXXTENTACION,United States,1426,2020,8
3198,Harry Styles,United States,1267,2020,9
3199,Travis Scott,United States,1247,2020,10
3200,Mỹ Tâm,Vietnam,2390,2018,1
3201,BTS,Vietnam,2092,2018,2
3202,Ed Sheeran,Vietnam,1000,2018,3
3203,Charlie Puth,Vietnam,785,2018,4
3204,Vũ.,Vietnam,585,2018,5
3205,Ariana Grande,Vietnam,554,2018,6
3206,BLACKPINK,Vietnam,541,2018,7
3207,Dua Lipa,Vietnam,487,2018,8
3208,Bich Phuong,Vietnam,416,2018,9
3209,Clean Bandit,Vietnam,400,2018,10
