,artist,region,date,n
3153,"Bad Bunny, Jhay Cortez",United States,2020,7
3154,BTS,Taiwan,2020,7
3155,DJ Khaled,Canada,2020,7
3156,"Bedoes, Lanek",Poland,2021,7
3157,Antti Tuisku,Finland,2021,7
3158,Wham!,Iceland,2020,7
3159,Sia,Finland,2020,7
3160,"Żabson, Young Leosia, Beteo, Borucci",Poland,2020,7
3161,Olivia Rodrigo,India,2021,7
3162,LiSA,Hong Kong,2020,7
3163,The Weeknd,Iceland,2021,7
3164,"kizaru, Big Baby Tape",Ukraine,2021,7
3165,Mariah Carey,Global,2020,7
3166,"Rochy RD, Myke Towers, Nicki Nicole",Uruguay,2021,7
3167,KAROL G,Uruguay,2020,7
3168,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",Argentina,2021,7
3169,"Robin Zoot, Nik Tendo, Vercetti CG, Shaka CG, Forest Blunt",Czech Republic,2021,7
3170,"Branco, Lukas Graham",Denmark,2021,7
3171,Justin Bieber,Philippines,2021,7
3172,Drake,United Kingdom,2021,7
3173,Shawn Mendes,Canada,2020,7
3174,"MORGENSHTERN, Yung Trappa",Russia,2021,7
3175,Justin Bieber,India,2021,7
3176,"Dua Lipa, Angèle",France,2021,7
3177,"187 Strassenbande, Bonez MC, Frauenarzt",Germany,2021,7
3178,Daði Freyr,Iceland,2021,7
3179,Lil Nas X,Luxembourg,2021,7
3180,ROSÉ,Taiwan,2021,7
3181,kostromin,Russia,2021,7
3182,SANTOS,Germany,2021,7
3183,"Ronnie Flex, Emma Heesters, Kris Kross Amsterdam",Netherlands,2021,7
3184,"Đen, MTV band",Vietnam,2021,7
3185,Doja Cat,Malaysia,2021,7
3186,"Le classico organisé, Koba LaD, Jul, PLK, SCH, Gazo, Soso Maness, Kofs, Guy2bezbar, Naps",France,2021,7
3187,"Scriptonite, Райда",Ukraine,2021,7
3188,"Low G, Thắng",Vietnam,2021,7
3189,"Aventura, Bad Bunny",Guatemala,2021,7
3190,"Jhay Cortez, Anuel AA",Chile,2021,7
3191,Ozuna,Argentina,2017,7
3192,"uniqe, nkeeei, ARTEM SHILOVETS",Ukraine,2021,7
3193,"Alesso, Anitta",Brazil,2017,7
3194,Adele,Germany,2021,7
3195,"Capo Plaza, AVA",Italy,2017,7
3196,Taylor Swift,Canada,2021,7
3197,"Camila Cabello, Young Thug",Malaysia,2018,7
3198,Adele,Hong Kong,2021,7
3199,Adele,Vietnam,2021,7
3200,"Camila Cabello, Young Thug",Indonesia,2018,7
3201,Mariah Carey,Global,2021,7
3202,"Selena Gomez, Marshmello",Singapore,2018,7
3203,Mariah Carey,Lithuania,2017,7
3204,G-Eazy,Lithuania,2018,7
3205,"zzoilo, Aitana",Mexico,2021,7
3206,Lean Trap,Dominican Republic,2018,7
3207,DJ Snake,Thailand,2021,7
3208,"P3, Tessa, Christopher, Lukas Graham, Jada, Benjamin Hav, Clara, Don Stefano, Mads Langer",Denmark,2020,6
3209,Alan Walker,Norway,2017,6
3210,The Weeknd,United States,2018,6
3211,JVG,Finland,2020,6
3212,Daddy Yankee,Costa Rica,2018,6
3213,Madd,Morocco,2020,6
3214,"Aitana, Ana Guerra",Spain,2018,6
3215,"Anuel AA, Bad Bunny",Spain,2020,6
3216,A-Mei Chang,Taiwan,2018,6
3217,Camila Cabello,Japan,2018,6
3218,IU,Vietnam,2020,6
3219,Zola,France,2020,6
3220,The Weeknd,Iceland,2018,6
3221,Boef,Netherlands,2020,6
3222,Aron Can,Iceland,2018,6
3223,6ix9ine,Switzerland,2020,6
3224,Harry Nach,Paraguay,2020,6
3225,6ix9ine,Latvia,2020,6
3226,BTS,Indonesia,2018,6
3227,"David Guetta, Sia",Norway,2018,6
3228,Nego do Borel,Brazil,2017,6
3229,Aldair Playboy,Brazil,2018,6
3230,Eminem,Slovakia,2018,6
3231,"Sebastian Yatra, Mau y Ricky",Uruguay,2018,6
3232,"Drake, Michael Jackson",Global,2018,6
3233,"Drake, Michael Jackson",United Kingdom,2018,6
3234,"TIPPA, JVG",Finland,2018,6
3235,Clean Bandit,Lithuania,2018,6
3236,Melanie Martinez,India,2020,6
3237,BLACKPINK,Malaysia,2018,6
3238,DaBaby,Luxembourg,2020,6
3239,Don Khuma,Dominican Republic,2018,6
3240,Kanye West,Norway,2018,6
3241,"Drake, Michael Jackson",Greece,2018,6
3242,"DENNIS, MC G15",Brazil,2018,6
3243,"6ix9ine, Anuel AA",Honduras,2018,6
3244,"Marshmello, Bastille",United Kingdom,2018,6
3245,"Marshmello, Bastille",Taiwan,2018,6
3246,Mariah Carey,Slovakia,2018,6
3247,"Marshmello, Bastille",Ireland,2018,6
3248,"Lil Peep, XXXTENTACION",United States,2018,6
3249,Lady Gaga,Global,2020,6
3250,Travis Scott,Saudi Arabia,2020,6
3251,Giorgos Sabanis,Greece,2020,6
3252,"Bich Phuong, Phuc Du",Vietnam,2020,6
3253,Davina Michelle,Netherlands,2019,6
3254,Ultimo,Italy,2019,6
3255,"Eno, MERO",Switzerland,2019,6
3256,Fedez,Italy,2019,6
3257,Ariana Grande,Denmark,2018,6
3258,Hov1,Sweden,2019,6
3259,"Anuel AA, KAROL G",Costa Rica,2019,6
3260,"Static & Ben El, Eden Ben Zaken, Stephane Legar",Israel,2019,6
3261,"Alan Walker, Sabrina Carpenter, Farruko",Malaysia,2019,6
3262,Samra,Germany,2019,6
3263,"Lady Gaga, Bradley Cooper",Iceland,2019,6
3264,Jonas Brothers,New Zealand,2019,6
3265,"XXXTENTACION, Lil Pump",Romania,2018,6
3266,Mariah Carey,Lithuania,2018,6
3267,Izi,Italy,2019,6
3268,Drake,United States,2019,6
3269,"Kalazh44, Capital Bra, Samra, Nimo, Luciano",Switzerland,2019,6
3270,Ava Max,Ireland,2018,6
3271,"Capital Bra, Samra, LEA",Austria,2019,6
3272,SecondT3,Morocco,2020,6
3273,Travis Scott,Latvia,2019,6
3274,Tones And I,Ireland,2020,6
3275,Red Velvet,Vietnam,2020,6
3276,"Einár, K27",Sweden,2019,6
3277,Post Malone,Greece,2018,6
3278,"Bizarrap, Nicki Nicole",Argentina,2019,6
3279,Myke Towers,Dominican Republic,2020,6
3280,Billie Eilish,Egypt,2019,6
3281,Roddy Ricch,Global,2020,6
3282,"Hassan Shakosh, Omar Kamal",Egypt,2020,6
3283,Future,Bulgaria,2020,6
3284,"Rozz Kalliope, Ece Seçkin",Turkey,2019,6
3285,"Bad Bunny, Sech",Peru,2020,6
3286,"Rauw Alejandro, Farruko",Dominican Republic,2019,6
3287,Wham!,Sweden,2019,6
3288,Tuure Boelius,Finland,2017,6
3289,Drake,Iceland,2020,6
3290,"Bad Bunny, Sech",Nicaragua,2020,6
3291,"Juju, Loredana, Miksu / Macloud",Austria,2020,6
3292,DJ Khaled,Australia,2017,6
3293,Wham!,Denmark,2019,6
3294,Drake,Estonia,2020,6
3295,"Luis Fonsi, Daddy Yankee, Justin Bieber",Paraguay,2017,6
3296,"J Balvin, Willy William",Denmark,2017,6
3297,Manuel Turizo,Colombia,2017,6
3298,Eminem,Slovakia,2020,6
3299,Justin Bieber,Greece,2017,6
3300,Taylor Swift,Brazil,2017,6
3301,"Luis Fonsi, Daddy Yankee, Justin Bieber",Netherlands,2017,6
3302,"Luis Fonsi, Daddy Yankee, Justin Bieber",Honduras,2017,6
3303,"THE SCOTTS, Travis Scott, Kid Cudi",New Zealand,2020,6
3304,DJ Khaled,Germany,2017,6
3305,"THE SCOTTS, Travis Scott, Kid Cudi",Italy,2020,6
3306,"THE SCOTTS, Travis Scott, Kid Cudi",Switzerland,2020,6
3307,David Guetta,Belgium,2017,6
3308,Booba,France,2017,6
3309,Gery-Nikol,Bulgaria,2017,6
3310,"Jawsh 685, Jason Derulo",Netherlands,2020,6
3311,"Da LAB, Miu Lê",Vietnam,2020,6
3312,First Anuwat,Thailand,2020,6
3313,Tima Belorusskih,Ukraine,2020,6
3314,"Ahmed Saad, 3enba, Double Zuksh",Egypt,2021,6
3315,Tima Belorusskih,Russia,2020,6
3316,Ink Waruntorn,Thailand,2020,6
3317,"Saad Lamjarred, Zouhair Bahaoui",Morocco,2021,6
3318,Tiësto,Netherlands,2021,6
3319,Ariana Grande,United Kingdom,2021,6
3320,Internet Money,Bulgaria,2021,6
3321,Ed Sheeran,Finland,2021,6
3322,Wham!,Poland,2020,6
3323,Dermot Kennedy,Ireland,2020,6
3324,24kGoldn,Belgium,2021,6
3325,"Hiền Hồ, Vuong Anh Tu",Vietnam,2020,6
3326,"Capital Bra, Cro",Austria,2020,6
3327,"Petter Ferraz, Menor Nico",Brazil,2020,6
3328,Billie Eilish,South Africa,2020,6
3329,Larry 44,Denmark,2020,6
3330,Olivia Rodrigo,Israel,2021,6
3331,Taylor Swift,Hong Kong,2020,6
3332,"kizaru, Big Baby Tape",Russia,2021,6
3333,Doja Cat,Australia,2021,6
3334,Plylist,Morocco,2021,6
3335,Lune,Germany,2020,6
3336,"Robin Zoot, Viktor Sheen",Czech Republic,2021,6
3337,SIX60,New Zealand,2021,6
3338,Mariah Carey,Australia,2020,6
3339,"Bruno Mars, Anderson .Paak, Silk Sonic",South Korea,2021,6
3340,SANNI,Finland,2021,6
3341,Doja Cat,Canada,2021,6
3342,Nathan Evans,Netherlands,2021,6
3343,dhruv,Thailand,2021,6
3344,"Lil Tjay, 6LACK",Iceland,2021,6
3345,"Myke Towers, Juhn",Dominican Republic,2021,6
3346,"Gasellit, Karri Koira",Finland,2021,6
3347,Måneskin,Greece,2021,6
3348,Gilli,Denmark,2021,6
3349,Shirin David,Austria,2021,6
3350,"Gera MX, Christian Nodal",Bolivia,2021,6
3351,Gazo,France,2021,6
3352,"Blessd, Justin Quiles, Lenny Tavárez",Colombia,2021,6
3353,"Logic, Alessia Cara, Khalid",Australia,2017,6
3354,The Kid LAROI,India,2021,6
3355,ABBA,Sweden,2021,6
3356,"ZAYN, Sia",Lithuania,2017,6
3357,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Chile,2017,6
3358,"Immune, Chico Beatz",Greece,2021,6
3359,"uniqe, nkeeei, ARTEM SHILOVETS",Russia,2021,6
3360,"Scriptonite, Райда",Russia,2021,6
3361,Jenni Vartiainen,Finland,2017,6
3362,"Pailita, Marcianeke",Chile,2021,6
3363,"Elton John, Dua Lipa",New Zealand,2021,6
3364,"Selena Gomez, Marshmello",Slovakia,2017,6
3365,"Basim, Gilli",Denmark,2017,6
3366,"Mente Fuerte, HGEMONA$",Greece,2021,6
3367,Adele,Bulgaria,2021,6
3368,"Anandelight, unofficialboyy, BE'O, Geegooin, Mudd the student",South Korea,2021,6
3369,Ed Sheeran,Sweden,2021,6
3370,Taylor Swift,Global,2021,6
3371,"Selena Gomez, Marshmello",Hong Kong,2018,6
3372,GAYLE,Global,2021,6
3373,Laddi,Iceland,2017,6
3374,Mariah Carey,Hungary,2017,6
3375,"Anuel AA, Myke Towers, Jhay Cortez",Dominican Republic,2021,6
3376,Camila Cabello,Poland,2018,6
3377,Eminem,Finland,2017,6
3378,Camila Cabello,Canada,2018,6
3379,"Jasleen Royal, B Praak",India,2021,6
3380,"Bossikan, Light",Greece,2021,6
3381,Ahmed Kamel,Egypt,2021,6
3382,Ego,Slovakia,2017,6
3383,Dark Polo Gang,Italy,2020,5
3384,"The Weeknd, Daft Punk",Luxembourg,2017,5
3385,"The Weeknd, Daft Punk",Canada,2017,5
3386,"Ronnie Flex, Frenna",Netherlands,2017,5
3387,"Zedd, Maren Morris, Grey",Taiwan,2018,5
3388,Arttu Lindeman,Finland,2017,5
3389,Lady Gaga,Vietnam,2020,5
3390,"The Weeknd, Daft Punk",Latvia,2017,5
3391,"The Weeknd, Daft Punk",Bulgaria,2017,5
3392,"The Weeknd, Daft Punk",Iceland,2017,5
3393,"The Weeknd, Daft Punk",Australia,2017,5
3394,"The Weeknd, Daft Punk",Global,2017,5
3395,Clean Bandit,Switzerland,2017,5
3396,Clean Bandit,Germany,2017,5
3397,"The Weeknd, Daft Punk",Greece,2017,5
3398,Alan Walker,Austria,2017,5
3399,"The Chainsmokers, Halsey",Hong Kong,2017,5
3400,Clean Bandit,Hungary,2017,5
3401,"The Chainsmokers, Halsey",Taiwan,2017,5
3402,"Separ, Karlo, Nik Tendo, Yzomandias",Slovakia,2020,5
3403,Post Malone,South Africa,2018,5
3404,Lady Gaga,Malaysia,2020,5
3405,Gulddreng,Denmark,2017,5
3406,Clean Bandit,Italy,2017,5
3407,Clean Bandit,New Zealand,2017,5
3408,SAINt JHN,New Zealand,2020,5
3409,"The Weeknd, Daft Punk",Portugal,2017,5
3410,"The Weeknd, Daft Punk",Slovakia,2017,5
3411,CNCO,Chile,2017,5
3412,6ix9ine,Greece,2020,5
3413,Anne-Marie,Ireland,2018,5
3414,The Chainsmokers,Slovakia,2018,5
3415,Calvin Harris,Israel,2018,5
3416,MC Loma e As Gêmeas Lacração,Brazil,2018,5
3417,Childish Gambino,Lithuania,2018,5
3418,MOMOLAND,Philippines,2018,5
3419,"Friðrik Dór, Jón Jónsson",Iceland,2018,5
3420,6ix9ine,Romania,2020,5
3421,Eminem,Latvia,2018,5
3422,Maroon 5,South Africa,2018,5
3423,Drake,Dominican Republic,2018,5
3424,"J Balvin, Zion & Lennox",El Salvador,2018,5
3425,Lil Wayne,South Africa,2018,5
3426,Eminem,New Zealand,2018,5
3427,Floni,Iceland,2018,5
3428,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",Japan,2018,5
3429,Saul,Slovakia,2020,5
3430,"Drake, Michael Jackson",Switzerland,2018,5
3431,Eminem,Switzerland,2018,5
3432,Jay Chou,Taiwan,2020,5
3433,Eminem,Finland,2018,5
3434,Jul,France,2018,5
3435,"J Balvin, Zion & Lennox",Guatemala,2018,5
3436,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",Poland,2020,5
3437,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Chile,2020,5
3438,Pyhimys,Finland,2018,5
3439,"Gasellit, JVG",Finland,2018,5
3440,Ava Max,Switzerland,2019,5
3441,Avril Lavigne,Hong Kong,2018,5
3442,Omer Adam,Israel,2019,5
3443,Evelina,Finland,2020,5
3444,Kevin,Netherlands,2020,5
3445,"Sech, Darell",Nicaragua,2019,5
3446,Samra,Austria,2018,5
3447,"Daddy Yankee, Snow",Italy,2019,5
3448,"SNIK, A!MS",Greece,2018,5
3449,"KC Rebell, Summer Cem, Capital Bra",Switzerland,2019,5
3450,"Muşta, Şehinşah",Turkey,2018,5
3451,"Lomepal, Roméo Elvis",France,2018,5
3452,"Chivv, Diquenza",Netherlands,2019,5
3453,"Neo Pistea, Obie Wanshot",Argentina,2019,5
3454,Lil Kleine,Netherlands,2019,5
3455,Juju,Austria,2019,5
3456,Ariana Grande,Indonesia,2018,5
3457,Panic! At The Disco,Czech Republic,2019,5
3458,Sech,Nicaragua,2020,5
3459,"Frenna, Boef, DJ Madam Julie, Kaeh",Netherlands,2018,5
3460,"Lady Gaga, Bradley Cooper",Latvia,2019,5
3461,"Elastinen, Johanna Kurkela",Finland,2018,5
3462,Ed Sheeran,Hungary,2019,5
3463,Khalid,South Africa,2018,5
3464,Lil Nas X,Switzerland,2019,5
3465,Ed Sheeran,Iceland,2019,5
3466,"Dua Lipa, BLACKPINK",Vietnam,2018,5
3467,JENNIE,Vietnam,2018,5
3468,Luciano,Switzerland,2019,5
3469,"Lunay, Daddy Yankee, Bad Bunny",Dominican Republic,2019,5
3470,Duncan Laurence,Estonia,2019,5
3471,Billie Eilish,United Arab Emirates,2019,5
3472,"Bad Bunny, Tainy",Costa Rica,2019,5
3473,Mariah Carey,Canada,2018,5
3474,Samey,Slovakia,2019,5
3475,Gleb,Slovakia,2019,5
3476,Kygo,Norway,2019,5
3477,Post Malone,New Zealand,2019,5
3478,Mariah Carey,Global,2018,5
3479,Farid Bang,Germany,2019,5
3480,"Capital Bra, Samra, LEA",Switzerland,2019,5
3481,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Paraguay,2019,5
3482,LFERDA,Morocco,2019,5
3483,Mariah Carey,Sweden,2019,5
3484,Mariah Carey,Latvia,2019,5
3485,"KC Rebell, RAF Camora",Austria,2019,5
3486,"Lunay, Ozuna, Anuel AA",Chile,2019,5
3487,Mariah Carey,Denmark,2019,5
3488,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Paraguay,2019,5
3489,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Brazil,2019,5
3490,Skylar Grey,Vietnam,2018,5
3491,Tones And I,Netherlands,2020,5
3492,Maroon 5,Vietnam,2019,5
3493,Pinguini Tattici Nucleari,Italy,2020,5
3494,Selena Gomez,United States,2019,5
3495,Stormzy,United Kingdom,2020,5
3496,Selena Gomez,El Salvador,2019,5
3497,Auður,Iceland,2019,5
3498,Bad Bunny,Guatemala,2019,5
3499,"J Balvin, Willy William",Lithuania,2017,5
3500,Drake,Austria,2020,5
3501,"Justin Bieber, Quavo",Hong Kong,2020,5
3502,Separ,Slovakia,2020,5
3503,Billie Eilish,Egypt,2020,5
3504,Mariah Carey,Canada,2019,5
3505,"Bad Bunny, Sech",El Salvador,2020,5
3506,The Weeknd,Norway,2019,5
3507,Ufo361,Austria,2020,5
3508,Ceza,Turkey,2019,5
3509,"Dardan, Monet192",Germany,2020,5
3510,"Farruko, Bad Bunny, Rvssian",Honduras,2017,5
3511,Robin,Finland,2017,5
3512,"Farruko, Bad Bunny, Rvssian",Dominican Republic,2017,5
3513,Eminem,Czech Republic,2020,5
3514,"THE SCOTTS, Travis Scott, Kid Cudi",Israel,2020,5
3515,David Guetta,Czech Republic,2017,5
3516,"SBMG, Stijco, Lil Kleine",Netherlands,2017,5
3517,"Gleb, Ty",Slovakia,2020,5
3518,"Zeynep Bastık, Emir Can İğrek",Turkey,2020,5
3519,Ed Sheeran,Singapore,2021,5
3520,"Jay Wheeler, DJ Nelson, Myke Towers",Panama,2020,5
3521,Måneskin,Turkey,2021,5
3522,kizaru,Ukraine,2020,5
3523,İkiye On Kala,Turkey,2020,5
3524,"""El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto """"El Famoso Biberon""""""",Dominican Republic,2020,5
3525,"Taco Hemingway, Bedoes, Zeppy Zep",Poland,2020,5
3526,Reynmen,Turkey,2021,5
3527,WUANT,Portugal,2020,5
3528,Manal,Morocco,2020,5
3529,Luciano,Switzerland,2021,5
3530,Aseel Hameem,Saudi Arabia,2021,5
3531,"SNIK, TOQUEL, MG, GAMEBOY",Greece,2021,5
3532,Mariah Carey,Iceland,2020,5
3533,BTS,Egypt,2021,5
3534,Mariah Carey,Romania,2020,5
3535,kizaru,Russia,2020,5
3536,"Dadju, Ninho",France,2020,5
3537,"Jay Wheeler, DJ Nelson, Myke Towers",Costa Rica,2020,5
3538,"BLOODY VINYL, Slait, Young Miles",Italy,2020,5
3539,"J Balvin, Maria Becerra",Uruguay,2021,5
3540,Tainy,Spain,2020,5
3541,Billie Eilish,Norway,2020,5
3542,Billie Eilish,New Zealand,2020,5
3543,Taylor Swift,Global,2020,5
3544,Wham!,Finland,2020,5
3545,"MORGENSHTERN, Lil Pump",Russia,2020,5
3546,"BEGE, emir taha",Turkey,2021,5
3547,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",Uruguay,2021,5
3548,Nathan Evans,Switzerland,2021,5
3549,Mariah Carey,United Arab Emirates,2020,5
3550,Galena,Bulgaria,2021,5
3551,The Kid LAROI,Denmark,2020,5
3552,Justin Bieber,Austria,2021,5
3553,Cro,Austria,2021,5
3554,Doja Cat,Bulgaria,2021,5
3555,Olivia Rodrigo,Luxembourg,2021,5
3556,Mariah Carey,Singapore,2020,5
3557,"Rochy RD, Myke Towers, Nicki Nicole",Argentina,2021,5
3558,Ian,Romania,2020,5
3559,"MORGENSHTERN, Yung Trappa",Ukraine,2021,5
3560,ROSÉ,Thailand,2021,5
3561,dhruv,Philippines,2021,5
3562,"Riton, Nightcrawlers",Czech Republic,2021,5
3563,MEDUZA,Ireland,2020,5
3564,Crowd Lu,Hong Kong,2020,5
3565,"Loko Loko, Rytmus",Slovakia,2021,5
3566,"RICTA, Immune, Savv",Greece,2021,5
3567,Justin Bieber,Malaysia,2021,5
3568,"Puerto, Yael",Slovakia,2021,5
3569,Måneskin,Sweden,2021,5
3570,"DAOKO, Kenshi Yonezu",Japan,2017,5
3571,Måneskin,Germany,2021,5
3572,Kanye West,United States,2021,5
3573,Pajel,Germany,2021,5
3574,"Elton John, Dua Lipa",Estonia,2021,5
3575,Ozuna,Colombia,2017,5
3576,Korsh Azizi,Saudi Arabia,2021,5
3577,Yasser Abd El Wahab,Saudi Arabia,2021,5
3578,Paulina,Hungary,2021,5
3579,Glass Animals,Slovakia,2021,5
3580,Ariana Grande,Saudi Arabia,2021,5
3581,Glass Animals,Hungary,2021,5
3582,"Xamã, Gustah, Neo Beats",Brazil,2021,5
3583,"Booba, Damso",France,2017,5
3584,The Kid LAROI,Thailand,2021,5
3585,"FLY LO, Mike G",Greece,2021,5
3586,KUMMER,Germany,2021,5
3587,"Carlos Vives, Sebastian Yatra",Guatemala,2017,5
3588,Adele,Denmark,2021,5
3589,LISA,Philippines,2021,5
3590,Wham!,Denmark,2017,5
3591,Adele,Czech Republic,2021,5
3592,Eminem,Greece,2017,5
3593,Piso 21,Mexico,2018,5
3594,Ramz,United Kingdom,2018,5
3595,BE'O,South Korea,2021,5
3596,Eminem,Australia,2017,5
3597,Karpe,Norway,2017,5
3598,Camila Cabello,Portugal,2018,5
3599,Chris Kläfford,Sweden,2017,5
3600,Dua Lipa,Ireland,2018,5
3601,BNK48,Thailand,2017,5
3602,Yzomandias,Slovakia,2021,5
3603,Capital Bra,Germany,2021,5
3604,"Rusherking, Maria Becerra",Argentina,2021,5
3605,"Даня Милохин, Mumiy Troll",Russia,2021,5
3606,Adele,Luxembourg,2021,5
3607,tha Supreme,Italy,2021,5
3608,Drake,Global,2020,4
3609,The Weeknd,Lithuania,2018,4
3610,"Anuel AA, Bad Bunny",Honduras,2020,4
3611,IU,Indonesia,2020,4
3612,IU,Hong Kong,2020,4
3613,The Weeknd,Global,2018,4
3614,IU,Thailand,2020,4
3615,"The Weeknd, Daft Punk",Poland,2017,4
3616,Eminem,Germany,2018,4
3617,"ZAYN, Taylor Swift",Sweden,2017,4
3618,Nekfeu,France,2017,4
3619,"The Chainsmokers, Halsey",Singapore,2017,4
3620,"The Weeknd, Daft Punk",Lithuania,2017,4
3621,James Arthur,Malaysia,2017,4
3622,"The Weeknd, Daft Punk",Estonia,2017,4
3623,James Arthur,Indonesia,2017,4
3624,"The Weeknd, Daft Punk",Czech Republic,2017,4
3625,Shakira,Paraguay,2017,4
3626,"Marshmello, Anne-Marie",Germany,2018,4
3627,Kendrick Lamar,Slovakia,2018,4
3628,Ronnie Flex,Netherlands,2018,4
3629,Childish Gambino,Romania,2018,4
3630,6ix9ine,Iceland,2020,4
3631,"Sơn Tùng M-TP, Onionn",Vietnam,2018,4
3632,Galena,Bulgaria,2020,4
3633,MC G15,Paraguay,2017,4
3634,Shawn Mendes,Hong Kong,2018,4
3635,Street Rappers,Dominican Republic,2018,4
3636,"Summer Cem, Bausa",Austria,2018,4
3637,Ariana Grande,Norway,2018,4
3638,Ronghao Li,Taiwan,2018,4
3639,Travis Scott,Canada,2018,4
3640,Pashanim,Germany,2020,4
3641,Room 39,Thailand,2018,4
3642,"BTS, Nicki Minaj",Vietnam,2018,4
3643,XXXTENTACION,Lithuania,2018,4
3644,XXXTENTACION,Iceland,2018,4
3645,Maluma,Ecuador,2018,4
3646,XXXTENTACION,New Zealand,2018,4
3647,Damso,Belgium,2018,4
3648,XXXTENTACION,Estonia,2018,4
3649,Ariana Grande,Czech Republic,2018,4
3650,XXXTENTACION,Denmark,2018,4
3651,Avicii,Japan,2018,4
3652,"Broederliefde, Frenna",Netherlands,2018,4
3653,"Loredana, Mozzik",Switzerland,2018,4
3654,benny blanco,South Africa,2018,4
3655,Little Mix,United Kingdom,2018,4
3656,Izi,Italy,2018,4
3657,DJ Snake,Bolivia,2018,4
3658,"Lady Gaga, Bradley Cooper",Hungary,2018,4
3659,"J Balvin, Zion & Lennox",Mexico,2018,4
3660,Kanye West,United Kingdom,2018,4
3661,BLACKPINK,India,2020,4
3662,BLACKPINK,Saudi Arabia,2020,4
3663,Billie Eilish,Taiwan,2019,4
3664,"Gilli, Branco",Denmark,2019,4
3665,PRO8L3M,Poland,2019,4
3666,PNL,Switzerland,2019,4
3667,"MKDMSK, Pyhimys",Finland,2019,4
3668,Sevn Alias,Netherlands,2019,4
3669,Ariana Grande,Finland,2018,4
3670,BTS,Indonesia,2019,4
3671,"Frenna, Mula B",Netherlands,2019,4
3672,SANNI,Finland,2019,4
3673,Gusttavo Lima,Brazil,2019,4
3674,"Gesaffelstein, The Weeknd",Romania,2019,4
3675,Ed Sheeran,Switzerland,2019,4
3676,"Takagi & Ketra, OMI, Giusy Ferreri",Italy,2019,4
3677,j mena,Uruguay,2019,4
3678,"BTS, Charli XCX",Vietnam,2019,4
3679,Mariah Carey,Romania,2018,4
3680,Mariah Carey,Finland,2018,4
3681,"Hov1, Veronica Maggio",Sweden,2019,4
3682,No Party For Cao Dong,Taiwan,2019,4
3683,"ClubDub, Ra:tio",Iceland,2019,4
3684,Lomepal,France,2018,4
3685,Mariah Carey,Netherlands,2018,4
3686,Lil Tecca,Iceland,2019,4
3687,Mariah Carey,Japan,2018,4
3688,"Bad Bunny, El Alfa",Dominican Republic,2018,4
3689,Mariah Carey,New Zealand,2018,4
3690,Jorge & Mateus,Brazil,2019,4
3691,Mariah Carey,Norway,2018,4
3692,Farid Bang,Switzerland,2019,4
3693,Lauri Tähkä,Finland,2019,4
3694,Naomi Scott,Hong Kong,2019,4
3695,Feride Hilal Akın,Turkey,2019,4
3696,Wham!,Finland,2018,4
3697,Mariah Carey,Greece,2018,4
3698,"Yasin, Dree Low",Sweden,2020,4
3699,"Jay Chou, 阿信",Malaysia,2019,4
3700,"Camilo, Pedro Capó",El Salvador,2019,4
3701,"schafter, Taco Hemingway",Poland,2019,4
3702,"Camilo, Pedro Capó",Costa Rica,2019,4
3703,DMS,Slovakia,2018,4
3704,Arizona Zervas,New Zealand,2020,4
3705,"Lady Gaga, Bradley Cooper",Poland,2018,4
3706,"Ufo361, RAF Camora",Austria,2019,4
3707,Emil Stabil,Denmark,2019,4
3708,Travis Scott,Switzerland,2019,4
3709,Post Malone,Hungary,2018,4
3710,"Camilo, Pedro Capó",Guatemala,2019,4
3711,"Emmsjé Gauti, Króli",Iceland,2019,4
3712,7liwa,Morocco,2019,4
3713,"Dímelo Flow, Arcangel, Sech",Dominican Republic,2020,4
3714,"Capital Bra, Samra",Austria,2020,4
3715,Cyborg,Morocco,2020,4
3716,Future,Canada,2020,4
3717,Kanye West,United States,2019,4
3718,Pil C,Slovakia,2019,4
3719,Elastinen,Finland,2019,4
3720,Bad Bunny,Mexico,2019,4
3721,Selena Gomez,Canada,2019,4
3722,Luísa Sonza,Brazil,2020,4
3723,Doja Cat,Malaysia,2020,4
3724,PRO8L3M,Poland,2020,4
3725,"Bad Bunny, Sech",Paraguay,2020,4
3726,Billie Eilish,Greece,2019,4
3727,Billie Eilish,Switzerland,2020,4
3728,Kaliffa,Sweden,2017,4
3729,Tessa,Denmark,2020,4
3730,Mariah Carey,Hungary,2019,4
3731,"Mindset, DABOYWAY, Younggu, Diamond",Thailand,2020,4
3732,Billie Eilish,Czech Republic,2020,4
3733,Wham!,Finland,2019,4
3734,Mariah Carey,Netherlands,2019,4
3735,Eminem,Ireland,2020,4
3736,Lauv,Vietnam,2020,4
